order_id,order_purchase_timestamp,customer_city,customer_state,product_price,shipping_cost,product_category_name,total_item_value
000e562887b1f2006d75e0be9558292e,2018-02-22 11:54:42+00:00,cubatao,SP,25.0,16.11,cool_stuff,41.11
000e63d38ae8c00bbcb5a30573b99628,2018-03-23 19:48:26+00:00,sao paulo,SP,47.9,8.88,cama_mesa_banho,56.78
000e906b789b55f64edcb1f84030f90d,2017-11-21 18:54:23+00:00,santa cruz do rio pardo,SP,21.99,11.85,telefonia,33.839999999999996
000f25f4d72195062c040b12dce9a18a,2018-03-07 10:33:13+00:00,volta redonda,RJ,119.99,44.4,moveis_escritorio,164.39
001021efaa8636c29475e7734483457d,2018-02-27 09:27:14+00:00,ivaipora,PR,49.0,15.1,fashion_bolsas_e_acessorios,64.1
0010b2e5201cc5f1ae7e9c6cc8f5bd00,2017-09-11 17:39:33+00:00,rio de janeiro,RJ,48.9,16.6,cool_stuff,65.5
00119ff934e539cf26f92b9ef0cdfed8,2017-08-06 00:42:49+00:00,nova iguacu,RJ,219.9,16.98,esporte_lazer,236.88
0011d82c4b53e22e84023405fb467e57,2018-01-16 21:43:23+00:00,sao paulo,SP,289.0,26.33,malas_acessorios,315.33
00125cb692d04887809806618a2a145f,2017-03-23 12:21:17+00:00,anapolis,GO,109.9,25.51,moveis_decoracao,135.41
00130c0eee84a3d909e75bc08c5c3ca1,2018-06-11 21:17:00+00:00,sao bernardo do campo,SP,27.9,7.94,alimentos,35.839999999999996
0013503b13da1eac686219390b7d641b,2017-12-05 23:40:59+00:00,osasco,SP,119.9,17.32,moveis_decoracao,137.22
00137e170939bba5a3134e2386413108,2017-11-24 16:50:38+00:00,rio de janeiro,RJ,397.0,24.65,agro_industria_e_comercio,421.65
001427c0ec99cf8af737bd88e92fd444,2018-04-07 18:51:22+00:00,ituiutaba,MG,59.9,23.35,moveis_decoracao,83.25
00143d0f86d6fbd9f9b38ab440ac16f5,2017-10-16 15:29:43+00:00,goiania,GO,21.33,15.1,esporte_lazer,36.43
0014ae671de39511f7575066200733b7,2017-05-22 13:49:03+00:00,pinhais,PR,16.5,14.1,telefonia,30.6
0015ebb40fb17286bea51d4607c4733c,2018-01-14 09:01:36+00:00,pato bragado,PR,21.9,15.1,eletronicos,37.0
00169e31ef4b29deaae414f9a5e95929,2018-01-16 09:26:39+00:00,rio de janeiro,RJ,39.0,16.11,cama_mesa_banho,55.11
0016dfedd97fc2950e388d2971d718c7,2017-04-28 19:54:40+00:00,canavieiras,BA,49.75,20.8,ferramentas_jardim,70.55
0017afd5076e074a48f1f1a4c7bac9c5,2017-04-06 22:16:10+00:00,campo alegre,AL,809.1,44.29,informatica_acessorios,853.39
001862358bf858722e1e2ae000cfed8b,2018-02-06 19:11:57+00:00,cunha,SP,99.99,13.72,cool_stuff,113.71
0019c29108428acffd089c36103c9440,2018-03-06 06:40:28+00:00,monte siao,MG,59.9,19.95,moveis_decoracao,79.85
001ab0a7578dd66cd4b0a71f5b6e1e41,2017-12-27 00:38:47+00:00,salvador,BA,24.89,17.63,eletronicos,42.519999999999996
001ac194d4a326a6fa99b581e9a3d963,2018-07-04 11:39:11+00:00,cubatao,SP,54.0,8.54,construcao_ferramentas_construcao,62.54
001b76dd48a5b1eee3e87778daa40df8,2018-03-26 17:42:53+00:00,santa salete,SP,81.99,13.01,informatica_acessorios,95.0
001c85b5f68d2be0cb0797afc9e8ce9a,2017-11-24 19:19:18+00:00,sao paulo,SP,99.0,13.71,cama_mesa_banho,112.71000000000001
001d8f0e34a38c37f7dba2a37d4eba8b,2017-05-14 17:19:44+00:00,sao paulo,SP,18.99,7.78,beleza_saude,26.77
001daeb0eddc45b999bad0801ad9d273,2017-05-17 23:19:34+00:00,itapicuru,BA,38.33,16.79,pet_shop,55.12
001dbc16dc51075e987543d23a0507c7,2017-01-28 13:17:57+00:00,santos dumont,MG,69.9,18.0,cama_mesa_banho,87.9
001e7ba991be1b19605ca0316e7130f9,2017-03-18 11:47:37+00:00,campo grande,MS,195.0,18.21,informatica_acessorios,213.21
001e7cf2ad6bef3ade12ebc56ceaf0f3,2018-05-19 10:29:23+00:00,coromandel,MG,35.9,15.2,beleza_saude,51.099999999999994
0020262c8a370bd5a174ea6a2a267321,2017-11-28 09:32:49+00:00,guaratuba,PR,79.5,21.05,moveis_decoracao,100.55
0020a222f55eb79a372d0efee3cca688,2017-08-15 02:45:18+00:00,volta redonda,RJ,29.99,15.1,moveis_decoracao,45.089999999999996
002175704e8b209f61b9ad5cfd92b60e,2018-04-22 12:13:25+00:00,araraquara,SP,109.9,13.21,audio,123.11000000000001
00229e4e43f7a7e0b9dd819ad43268d3,2018-03-31 16:41:54+00:00,sao bernardo do campo,SP,74.9,16.49,esporte_lazer,91.39
0025081dcf9330f9a5052ae82c6ce396,2018-03-27 16:25:35+00:00,governador valadares,MG,14.95,18.23,livros_tecnicos,33.18
00254baeb6c932b0a8aeead91fbd02b5,2018-05-08 21:45:54+00:00,fortaleza,CE,149.9,43.11,bebes,193.01
00259a44fcad3fc0474329e925d14fc3,2017-12-27 17:52:11+00:00,belo horizonte,MG,19.99,14.1,informatica_acessorios,34.089999999999996
0025c5d1a8ca53a240ec2634bb4492ea,2018-07-08 09:17:59+00:00,amanari,CE,390.0,29.39,esporte_lazer,419.39
002611a77fe03d076285fd4ca95db77c,2018-02-27 17:46:23+00:00,brasilia,DF,135.0,21.75,informatica_acessorios,156.75
002691433f09002ac9ca0c4e8dbb8ead,2017-02-02 21:18:03+00:00,porto alegre,RS,104.0,16.43,telefonia,120.43
0026a368634b6e6f34f33b1499773a30,2017-10-27 21:10:26+00:00,sao paulo,SP,149.0,15.8,cool_stuff,164.8
00275bce676303c3bfd7292aefdfa223,2017-11-24 23:10:30+00:00,sao paulo,SP,279.9,13.46,telefonia,293.35999999999996
00276d5c3491fbf55305e26891040df9,2018-02-13 11:47:21+00:00,cambe,PR,44.9,23.22,moveis_decoracao,68.12
002834535f7a609a5c68266f173fa59e,2018-07-23 17:26:00+00:00,recife,PE,37.99,19.18,telefonia,57.17
0028de0ca693a1bb26448916a81105cc,2018-08-15 14:59:36+00:00,canoas,RS,29.99,15.31,construcao_ferramentas_iluminacao,45.3
002955b0acc63d04f6724a31967e82bd,2017-12-18 13:43:54+00:00,manhuacu,MG,120.0,15.59,perfumaria,135.59
0029c5db35ef291ce99d1262012e7daa,2018-08-25 00:09:40+00:00,guarulhos,SP,492.75,21.62,beleza_saude,514.37
0029f17cf0e7640c5cb6825af681303f,2018-05-02 11:59:06+00:00,umuarama,PR,94.9,18.54,brinquedos,113.44
002af7fa9eb99d1456bceb6a13d6fc0b,2018-02-18 18:46:28+00:00,sao bento do sul,SC,88.34,21.11,moveis_decoracao,109.45
002b430ff89b3a24c31a1170acbbedea,2017-06-20 21:55:21+00:00,ituiutaba,MG,199.99,65.56,cool_stuff,265.55
002b4e6fa42cd4a22cc86abc18fe9c05,2018-03-11 10:24:44+00:00,sao paulo,SP,99.9,19.67,papelaria,119.57000000000001
002c9def9c9b951b1bec6d50753c9891,2018-05-14 16:57:47+00:00,sao paulo,SP,78.0,8.9,utilidades_domesticas,86.9
002d040018d12a3853c059f7f23ab5b1,2017-11-19 19:16:07+00:00,pinhais,PR,155.0,14.84,perfumaria,169.84
002f16b7bc4530031b7d90f791b12d8a,2018-07-02 16:51:47+00:00,sao paulo,SP,249.9,34.23,moveis_decoracao,284.13
002f19a65a2ddd70a090297872e6d64e,2018-03-21 13:05:30+00:00,camacari,BA,53.98,23.31,cama_mesa_banho,77.28999999999999
002f98c0f7efd42638ed6100ca699b42,2017-08-04 09:19:10+00:00,porto alegre,RS,8.99,32.57,consoles_games,41.56
002f98c0f7efd42638ed6100ca699b42,2017-08-04 09:19:10+00:00,porto alegre,RS,44.9,7.16,brinquedos,52.06
0030d783f979fbc5981e75613b057344,2017-11-24 20:03:02+00:00,rio de janeiro,RJ,60.6,17.67,utilidades_domesticas,78.27000000000001
0030ff924c38549807645976adeef2c0,2018-03-25 16:52:27+00:00,belo horizonte,MG,225.0,67.24,bebes,292.24
00324b3eda39ba5ecce3945823e3594c,2018-04-10 01:14:18+00:00,toledo,PR,76.0,34.07,industria_comercio_e_negocios,110.07
0032d07457ae9c806c79368d7d9ce96b,2018-03-10 18:53:06+00:00,rio de janeiro,RJ,159.0,27.19,utilidades_domesticas,186.19
003324c70b19a16798817b2b3640e721,2017-05-18 19:04:48+00:00,diamantina,MG,102.9,14.45,malas_acessorios,117.35000000000001
00335b686d693c7d72deeb12f8e89227,2017-07-17 21:25:23+00:00,vila velha,ES,63.9,16.89,brinquedos,80.78999999999999
00335f75ea6a4455b524a8dd177067f5,2018-04-25 21:47:26+00:00,rio de janeiro,RJ,168.8,8.21,pet_shop,177.01000000000002
00337fe25a3780b3424d9ad7c5a4b35e,2017-09-25 17:39:29+00:00,sao paulo,SP,59.9,9.94,cama_mesa_banho,69.84
003423b755b562962a6225a8de40d12e,2018-07-08 11:28:17+00:00,medeiros neto,BA,232.75,28.58,ferramentas_jardim,261.33
00345f338696283410b7977d2e3efc89,2018-08-20 11:06:46+00:00,mogi-guacu,SP,48.9,18.44,beleza_saude,67.34
0035246a40f520710769010f752e7507,2017-08-17 00:57:23+00:00,sao paulo,SP,87.0,12.11,cama_mesa_banho,99.11
0035c0b07126fe9c24a325216fb96064,2017-11-24 01:08:37+00:00,campinas,SP,131.9,18.54,cool_stuff,150.44
0035e6b7ade84b3f5b86bd49814793df,2018-02-21 02:46:23+00:00,sao paulo,SP,19.9,14.1,moveis_decoracao,34.0
0036757472ece3dde52fd4bfd929c90e,2018-07-19 14:58:59+00:00,bauru,SP,136.99,66.04,moveis_escritorio,203.03000000000003
0036887767dea4bd43b1a88cd0d9477a,2017-10-13 00:04:49+00:00,belo horizonte,MG,399.99,23.64,brinquedos,423.63
00378c6c981f234634c0b9d6128df6dd,2018-02-02 19:39:46+00:00,sao paulo,SP,41.0,11.85,esporte_lazer,52.85
003822434f91204da0a51fe4cf2aba18,2018-06-13 14:10:54+00:00,rio de janeiro,RJ,69.0,18.58,perfumaria,87.58
0039500db36d50d7d0bfaf23723550f3,2018-07-06 10:37:32+00:00,maceio,AL,169.9,33.33,esporte_lazer,203.23000000000002
003a7f59d7e08a9c61d9e2881fe6459c,2018-08-19 12:51:50+00:00,brasilia,DF,119.0,15.28,utilidades_domesticas,134.28
003a94f778ef8cfd50247c8c1b582257,2018-08-03 14:52:31+00:00,campo grande,MS,39.9,18.08,construcao_ferramentas_construcao,57.98
003cc6161d7a2593f2525cce0c330d32,2018-08-03 19:33:35+00:00,sao paulo,SP,85.0,12.9,utilidades_domesticas,97.9
003d0634280ff3d1d3a54459349a6899,2018-03-17 17:50:30+00:00,barueri,SP,220.0,8.89,informatica_acessorios,228.89
003d804eef0e1b856881cd18e0cc0d4c,2017-11-17 19:43:10+00:00,imperatriz,MA,277.0,35.74,relogios_presentes,312.74
003d9fc84ad902adf2265248b5ffe1a4,2018-08-19 19:43:01+00:00,sao paulo,SP,66.99,27.75,beleza_saude,94.74
003edccf16bc5ec447f592913b3df2b4,2018-07-07 09:02:51+00:00,vitoria do mearim,MA,14.0,50.85,telefonia,64.85
003f201cdd39cdd59b6447cff2195456,2018-02-21 16:59:24+00:00,rio de janeiro,RJ,85.0,17.03,informatica_acessorios,102.03
003f9bcc09427647c4b9d361a523545b,2018-02-06 13:06:45+00:00,ribeirao pires,SP,229.0,9.8,relogios_presentes,238.8
00404fa7a687c8c44ca69d42695aae73,2018-05-07 22:38:21+00:00,sao paulo,SP,99.9,0.0,relogios_presentes,99.9
0040a56893444cb56cba7cfe2225e34e,2018-01-22 23:50:35+00:00,salvador,BA,84.9,34.39,informatica_acessorios,119.29
004157daafa0bc8672e01f00e4f0c04f,2017-05-21 13:13:54+00:00,fortaleza,CE,189.0,33.91,moveis_decoracao,222.91
00418a49a685c6bb60633291c3fab17a,2017-10-03 20:43:03+00:00,osasco,SP,49.0,7.78,relogios_presentes,56.78
004345d16a1ab2c21962992c721c8643,2018-07-04 06:45:05+00:00,aguas lindas de goias,GO,37.9,15.37,utilidades_domesticas,53.269999999999996
0044c6f6d22dd280534344177c81b989,2018-05-18 16:59:09+00:00,sao paulo,SP,179.93,16.14,eletronicos,196.07
0045e3085f083f0f38d24bb3f22e6593,2017-08-10 16:13:36+00:00,sao jose dos campos,SP,116.9,13.84,beleza_saude,130.74
0045f5225a96ef46630701167528fdcb,2018-06-10 11:23:39+00:00,nova serrana,MG,94.9,15.51,automotivo,110.41000000000001
0046176ff0dbc2a178b7885355dfbb71,2018-05-29 19:22:17+00:00,nova lima,MG,121.99,15.73,consoles_games,137.72
0046e1d57f4c07c8c92ab26be8c3dfc0,2017-09-26 15:24:03+00:00,sao paulo,SP,7.79,7.78,Unknown,15.57
00471463a6106056c1a2a809f70de640,2017-09-21 22:00:44+00:00,brasilia,DF,179.99,85.97,moveis_decoracao,265.96000000000004
00482f2670787292280e0a8153d82467,2017-02-13 16:18:07+00:00,juiz de fora,MG,7.6,10.96,Unknown,18.560000000000002
0049edf42837aa808e03552a62bd2158,2017-12-30 12:33:26+00:00,rio de janeiro,RJ,49.9,17.6,ferramentas_jardim,67.5
004b62108b876867938746ad3154167f,2018-07-04 20:34:26+00:00,sao paulo,SP,110.32,8.03,beleza_saude,118.35
004ba47bb589cdbc485e6025bd6d3c81,2017-12-25 20:40:15+00:00,santa fe do sul,SP,49.0,11.85,telefonia,60.85
004ca5ae248069d68e8594df8abf6ce0,2018-06-06 18:30:20+00:00,belem,PA,159.9,61.18,perfumaria,221.08
004d76fef3dd46eb4f70da049c8d1f93,2017-12-20 06:42:39+00:00,matao,SP,120.0,27.39,papelaria,147.39
004eab0fd8f28adaf8d488976f77febe,2017-08-02 15:32:46+00:00,rio de janeiro,RJ,21.5,11.98,esporte_lazer,33.480000000000004
004f5d8f238e8908e6864b874eda3391,2018-02-27 12:16:30+00:00,corumba,MS,122.99,15.61,Unknown,138.6
004fb11815bc03b01b20a614eef69d14,2017-11-25 13:56:55+00:00,bom jesus da lapa,BA,72.99,19.75,cool_stuff,92.74
004fb5e6f90a178dc74ad2b016649249,2017-06-11 09:46:11+00:00,ourinhos,SP,129.99,13.93,cool_stuff,143.92000000000002
005059edee63c8c708ba61910793b31b,2018-02-05 18:25:51+00:00,porto real,RJ,92.0,17.89,cama_mesa_banho,109.89
00526a9d4ebde463baee25f386963ddc,2018-08-07 22:03:44+00:00,ferraz de vasconcelos,SP,33.89,8.4,alimentos,42.29
0055b77cca3186676c147f532dd2547b,2018-02-19 21:47:44+00:00,rio de janeiro,RJ,149.0,40.37,informatica_acessorios,189.37
0057199db02d1a5ef41bacbf41f8f63b,2018-01-18 17:05:30+00:00,sinop,MT,20.3,16.79,Unknown,37.09
00571ded73b3c061925584feab0db425,2017-05-18 20:59:24+00:00,belo horizonte,MG,179.9,15.01,perfumaria,194.91
00584d79015452d19fd3d044ba3abdc0,2017-07-23 19:11:15+00:00,sao paulo,SP,109.9,12.27,telefonia,122.17
00588f5f20fee630b83d4709e0a42715,2017-08-18 16:02:24+00:00,ipixuna do para,PA,89.0,25.9,telefonia,114.9
005997dca4c1fc45066d0a03d54a6469,2018-04-10 18:01:04+00:00,praia grande,SP,120.0,13.75,beleza_saude,133.75
005a1dded353107dbabf8ffc83a20365,2018-02-09 18:00:00+00:00,sete lagoas,MG,75.0,14.28,relogios_presentes,89.28
005b49de51a4e006055e8487a50ad8e4,2017-04-09 13:35:38+00:00,bage,RS,46.86,14.52,informatica_acessorios,61.379999999999995
005cad6157eadc7f1f09917607f1704a,2017-04-15 16:35:52+00:00,sao bernardo do campo,SP,96.0,14.84,esporte_lazer,110.84
005d9a5423d47281ac463a968b3936fb,2017-10-18 12:14:29+00:00,sao jose do rio pardo,SP,49.99,18.12,brinquedos,68.11
005d9a5423d47281ac463a968b3936fb,2017-10-18 12:14:29+00:00,sao jose do rio pardo,SP,24.99,13.58,bebes,38.57
005e5166e99d1e4d0c4f808b0540ba94,2018-02-21 11:37:24+00:00,itajai,SC,120.1,16.6,informatica_acessorios,136.7
005f25968fc854ea16fb16f5bdbc87c7,2018-03-04 14:40:35+00:00,carapicuiba,SP,69.9,16.25,esporte_lazer,86.15
00602f25bffa1dcfb71e202fbf9824fb,2017-11-01 17:45:52+00:00,belem,PA,39.9,54.02,relogios_presentes,93.92
00611822267e76e0055c25c18506f06e,2018-07-26 13:35:01+00:00,goiania,GO,159.9,20.31,brinquedos,180.21
006127b8b9a1681a982313ed7129c3c0,2018-03-08 16:01:59+00:00,sao paulo,SP,540.0,16.22,relogios_presentes,556.22
0064d74f7de7917d54768d7722ad56ac,2017-09-10 21:45:29+00:00,niteroi,RJ,189.9,31.17,cool_stuff,221.07
006557c3221c1fcd02b0106343ab357b,2018-02-23 14:36:15+00:00,sao paulo,SP,14.9,8.27,eletrodomesticos,23.17
00664284de7a3470d22931ed78615ee4,2017-09-24 13:12:59+00:00,sao paulo,SP,43.9,11.85,moveis_cozinha_area_de_servico_jantar_e_jardim,55.75
0066a1fdaee16ad5022c5ef979d0b661,2018-06-10 19:52:27+00:00,nilopolis,RJ,139.0,87.28,bebes,226.28
0067c6030d65af0ff98790158ddb0020,2018-04-27 21:36:27+00:00,sao paulo,SP,40.35,13.71,cama_mesa_banho,54.06
0068468c453d28c8ef3fd089e50a5847,2017-11-24 22:25:25+00:00,nova iguacu,RJ,469.0,20.85,eletronicos,489.85
00685d31ae12e47470ba5c18ba74f22c,2017-08-27 21:41:16+00:00,espumoso,RS,59.0,16.17,moveis_decoracao,75.17
0068c109948b9a1dfb8530d1978acef3,2018-01-22 19:46:58+00:00,cuiaba,MT,35.9,15.79,climatizacao,51.69
0068e836900867da359bd81db9227a33,2017-09-29 11:24:09+00:00,porto alegre,RS,96.99,16.44,esporte_lazer,113.42999999999999
0068fb0e223115e911d362627e8b8800,2018-07-18 10:46:09+00:00,sao paulo,SP,77.9,13.89,informatica_acessorios,91.79
006c42f310102c1910b3c5793ce5fc34,2018-08-06 16:12:32+00:00,curitiba,PR,229.99,20.8,brinquedos,250.79000000000002
006cb7cafc99b29548d4f412c7f9f493,2018-02-17 14:22:34+00:00,brasilia,DF,56.0,14.14,Unknown,70.14
006cba07f62f921fe4f58365bde2b2eb,2017-08-14 20:28:45+00:00,itapura,SP,69.99,11.99,brinquedos,81.97999999999999
006dd93155bc2abd844cc5eed3a0fe7f,2017-12-02 01:20:28+00:00,sao paulo,SP,49.9,7.78,fashion_bolsas_e_acessorios,57.68
006df90050498994d670b40da4651d22,2018-08-13 13:59:20+00:00,sao paulo,SP,14.0,7.39,esporte_lazer,21.39
006e05e81c068ddc38e48ebe189b922e,2017-12-27 21:50:43+00:00,santa luzia,MG,29.0,14.1,relogios_presentes,43.1
006e43460a55bc60c0a437521e426529,2017-05-11 00:24:35+00:00,guaruja,SP,99.0,43.06,ferramentas_jardim,142.06
006e91ddb0674525f84ce0da0655c7ba,2018-04-10 19:17:15+00:00,sao paulo,SP,499.0,30.35,casa_conforto,529.35
006f7dfffe2d90809598e8f1972b829b,2018-03-22 22:52:46+00:00,serrana,SP,39.85,12.79,beleza_saude,52.64
0070092bb6004faafa287e5fc35971e9,2017-07-25 11:42:58+00:00,sao paulo,SP,149.0,14.06,brinquedos,163.06
0071ee2429bc1efdc43aa3e073a5290e,2018-01-22 11:08:15+00:00,sao paulo,SP,179.98,12.46,utilidades_domesticas,192.44
0072847849eafe70995fa51a714c81ac,2018-05-14 13:44:52+00:00,iguape,SP,219.99,14.9,brinquedos,234.89000000000001
00750f68bb64537034e93554c64b41b5,2017-11-12 09:50:55+00:00,maua,SP,129.0,8.16,relogios_presentes,137.16
00756576f4e494406945ac21cb82cfe0,2018-01-30 18:08:21+00:00,sao jose do rio preto,SP,137.0,15.71,relogios_presentes,152.71
00772b2af35643653f108fdac1155ee3,2017-04-24 10:53:12+00:00,indaiatuba,SP,37.0,10.96,esporte_lazer,47.96
00789ce015e7e5791c7914f32bb4fad4,2017-06-28 23:31:33+00:00,rio de janeiro,RJ,154.0,14.83,beleza_saude,168.83
0078a358a14592b887eb140ef515f5ab,2017-11-06 15:42:42+00:00,anapolis,GO,253.52,82.86,moveis_decoracao,336.38
0079bca8e89bd52fdb87408e4f3fb94d,2018-05-03 18:55:20+00:00,sao paulo,SP,49.9,7.39,esporte_lazer,57.29
007bbb40c95870c0f75a7855f2636c65,2018-04-24 10:37:50+00:00,sao paulo,SP,148.9,13.95,cama_mesa_banho,162.85
007beb35f98c075747e6fc4fd1c0cb73,2017-09-23 08:32:53+00:00,rio de janeiro,RJ,64.9,18.69,cama_mesa_banho,83.59
007c7cb12ef3567531307ca78d395758,2018-02-20 11:31:56+00:00,itaberai,GO,179.0,16.0,eletronicos,195.0
007ec946d4f798caf2b43c9d44c56421,2017-11-24 13:05:15+00:00,gramado,RS,27.9,15.1,esporte_lazer,43.0
007ff0b0f79be782f633fc3b18cbe337,2018-02-03 17:46:53+00:00,belo horizonte,MG,39.0,16.11,moveis_decoracao,55.11
0080eebb288dba1857ccf048dfe6bdfe,2017-08-11 17:43:46+00:00,curitiba,PR,7.0,14.1,telefonia,21.1
0081ab2c99dc85945c28926b77dc6960,2018-02-14 22:19:37+00:00,cotia,SP,269.0,10.7,informatica_acessorios,279.7
0081ce648af7d6a7bac2a93b6035d1e3,2017-11-08 13:38:11+00:00,santa cruz do sul,RS,99.9,17.95,cama_mesa_banho,117.85000000000001
0084209c576daad6ff4534902fcb4892,2017-07-05 13:14:26+00:00,rio de janeiro,RJ,69.9,15.24,cama_mesa_banho,85.14
0084e195fbd72ae51599af47f04afede,2018-03-14 23:57:00+00:00,porto alegre,RS,89.9,23.13,informatica_acessorios,113.03
00858d03144cc35cfd1dd043647e7c88,2018-03-14 22:53:09+00:00,gravatai,RS,165.0,19.03,eletrodomesticos,184.03
008720830a8a30e39e6f22f81818a141,2017-08-13 16:44:57+00:00,sao paulo,SP,57.99,11.73,bebes,69.72
0087889a1c836be17f58afd7f1729a4a,2017-10-23 11:03:27+00:00,campinas,SP,259.0,10.63,perfumaria,269.63
008819c6d5f6da6fa5cd9d50ca927cf4,2018-08-04 21:40:35+00:00,sao paulo,SP,55.0,7.65,relogios_presentes,62.65
00891ba5de66f55000ee358ceea9b345,2017-05-14 17:19:43+00:00,brasilia,DF,133.0,16.69,esporte_lazer,149.69
008990da719764fb392914d8ab53ad04,2018-05-11 19:20:54+00:00,macae,RJ,35.9,18.23,informatica_acessorios,54.129999999999995
008a1b3db2a8bf63418c2cf7c7f494b1,2018-04-02 09:33:25+00:00,brumadinho,MG,14.89,18.23,beleza_saude,33.120000000000005
008a40c2b8b21893e04945ce58854b55,2018-04-29 20:26:41+00:00,bariri,SP,99.0,13.0,beleza_saude,112.0
008c3a655c66f4d92370d0d422732f69,2018-03-04 23:15:49+00:00,sorocaba,SP,90.0,9.44,informatica_acessorios,99.44
008ce8764db2e397e153000e017475b6,2018-05-18 20:42:47+00:00,sao paulo,SP,43.49,27.39,beleza_saude,70.88
008cfe221ab054c89bc31720098cca51,2018-08-08 07:52:21+00:00,sao paulo,SP,109.99,36.85,cama_mesa_banho,146.84
008d9bf350ff02ed444b3452cf3f57e0,2018-06-04 08:57:02+00:00,vila velha,ES,9.99,15.23,brinquedos,25.22
008dc31c0ae7121f2791953ae5f532c3,2018-01-06 11:22:56+00:00,sao luis,MA,28.5,34.15,automotivo,62.65
008dd5e80ebf8f849aa0c5bf4e22ce7a,2018-03-20 20:31:23+00:00,bauru,SP,199.0,8.74,cama_mesa_banho,207.74
008eaf9004164883520d0bd32b107261,2017-07-10 20:42:56+00:00,rio de janeiro,RJ,135.9,21.44,utilidades_domesticas,157.34
008f831b7185cff7ab35a46c37d64cd2,2018-06-30 11:39:38+00:00,foz do iguacu,PR,249.0,37.09,automotivo,286.09000000000003
008fab5602c441d51f30b1464f5d4643,2017-02-22 10:37:41+00:00,lagoa santa,MG,49.99,15.56,beleza_saude,65.55
0091a677651feaf5a08d7bb147681e14,2018-08-24 13:27:17+00:00,campinas,SP,38.0,7.53,relogios_presentes,45.53
00921e4911895b93c7b4fc0d80c0815e,2018-06-13 13:55:55+00:00,sao paulo,SP,85.0,11.62,utilidades_domesticas,96.62
0093cbf16a6afb7f0ab7cc821b6f9e92,2017-11-11 13:05:52+00:00,camboriu,SC,117.3,25.66,automotivo,142.96
00946f674d880be1f188abc10ad7cf46,2017-12-09 19:11:22+00:00,osasco,SP,99.9,18.57,pet_shop,118.47
00946f674d880be1f188abc10ad7cf46,2017-12-09 19:11:22+00:00,osasco,SP,99.9,14.35,pet_shop,114.25
00949655cdd8d0465e433a5e6c9643e5,2018-06-25 21:14:53+00:00,sao paulo,SP,18.0,7.87,construcao_ferramentas_construcao,25.87
0094bd07f49fed90209ffa62d1ef26d6,2018-05-01 02:04:16+00:00,praia grande,SP,11.53,7.39,perfumaria,18.919999999999998
0094d4660e323945f84f5c29eb348aae,2018-01-24 22:05:42+00:00,papanduva,SC,269.99,39.41,esporte_lazer,309.4
0094dc9ea7e3cd54d95aea42685673ff,2017-03-07 21:48:19+00:00,rio de janeiro,RJ,89.99,14.8,consoles_games,104.78999999999999
