order_id,order_purchase_timestamp,customer_city,customer_state,product_price,shipping_cost,product_category_name
00143d0f86d6fbd9f9b38ab440ac16f5,2017-10-16 15:29:43+00,goiania,GO,21.33,15.1,esporte_lazer
00143d0f86d6fbd9f9b38ab440ac16f5,2017-10-16 15:29:43+00,goiania,GO,21.33,15.1,esporte_lazer
00143d0f86d6fbd9f9b38ab440ac16f5,2017-10-16 15:29:43+00,goiania,GO,21.33,15.1,esporte_lazer
0014ae671de39511f7575066200733b7,2017-05-22 13:49:03+00,pinhais,PR,16.5,14.1,telefonia
0015ebb40fb17286bea51d4607c4733c,2018-01-14 09:01:36+00,pato bragado,PR,21.9,15.1,eletronicos
00169e31ef4b29deaae414f9a5e95929,2018-01-16 09:26:39+00,rio de janeiro,RJ,39,16.11,cama_mesa_banho
0016dfedd97fc2950e388d2971d718c7,2017-04-28 19:54:40+00,canavieiras,BA,49.75,20.8,ferramentas_jardim
0017afd5076e074a48f1f1a4c7bac9c5,2017-04-06 22:16:10+00,campo alegre,AL,809.1,44.29,informatica_acessorios
001862358bf858722e1e2ae000cfed8b,2018-02-06 19:11:57+00,cunha,SP,99.99,13.72,cool_stuff
0019c29108428acffd089c36103c9440,2018-03-06 06:40:28+00,monte siao,MG,59.9,19.95,moveis_decoracao
001ab0a7578dd66cd4b0a71f5b6e1e41,2017-12-27 00:38:47+00,salvador,BA,24.89,17.63,eletronicos
001ab0a7578dd66cd4b0a71f5b6e1e41,2017-12-27 00:38:47+00,salvador,BA,24.89,17.63,eletronicos
001ab0a7578dd66cd4b0a71f5b6e1e41,2017-12-27 00:38:47+00,salvador,BA,24.89,17.63,eletronicos
001ac194d4a326a6fa99b581e9a3d963,2018-07-04 11:39:11+00,cubatao,SP,54,8.54,construcao_ferramentas_construcao
001b76dd48a5b1eee3e87778daa40df8,2018-03-26 17:42:53+00,santa salete,SP,81.99,13.01,informatica_acessorios
001c85b5f68d2be0cb0797afc9e8ce9a,2017-11-24 19:19:18+00,sao paulo,SP,99,13.71,cama_mesa_banho
001d8f0e34a38c37f7dba2a37d4eba8b,2017-05-14 17:19:44+00,sao paulo,SP,18.99,7.78,beleza_saude
001d8f0e34a38c37f7dba2a37d4eba8b,2017-05-14 17:19:44+00,sao paulo,SP,18.99,7.78,beleza_saude
001daeb0eddc45b999bad0801ad9d273,2017-05-17 23:19:34+00,itapicuru,BA,38.33,16.79,pet_shop
001dbc16dc51075e987543d23a0507c7,2017-01-28 13:17:57+00,santos dumont,MG,69.9,18,cama_mesa_banho
001e7ba991be1b19605ca0316e7130f9,2017-03-18 11:47:37+00,campo grande,MS,195,18.21,informatica_acessorios
001e7cf2ad6bef3ade12ebc56ceaf0f3,2018-05-19 10:29:23+00,coromandel,MG,35.9,15.2,beleza_saude
0020262c8a370bd5a174ea6a2a267321,2017-11-28 09:32:49+00,guaratuba,PR,79.5,21.05,moveis_decoracao
0020a222f55eb79a372d0efee3cca688,2017-08-15 02:45:18+00,volta redonda,RJ,29.99,15.1,moveis_decoracao
002175704e8b209f61b9ad5cfd92b60e,2018-04-22 12:13:25+00,araraquara,SP,109.9,13.21,audio
00229e4e43f7a7e0b9dd819ad43268d3,2018-03-31 16:41:54+00,sao bernardo do campo,SP,74.9,16.49,esporte_lazer
0025081dcf9330f9a5052ae82c6ce396,2018-03-27 16:25:35+00,governador valadares,MG,14.95,18.23,livros_tecnicos
00254baeb6c932b0a8aeead91fbd02b5,2018-05-08 21:45:54+00,fortaleza,CE,149.9,43.11,bebes
00259a44fcad3fc0474329e925d14fc3,2017-12-27 17:52:11+00,belo horizonte,MG,19.99,14.1,informatica_acessorios
0025c5d1a8ca53a240ec2634bb4492ea,2018-07-08 09:17:59+00,amanari,CE,390,29.39,esporte_lazer
002611a77fe03d076285fd4ca95db77c,2018-02-27 17:46:23+00,brasilia,DF,135,21.75,informatica_acessorios
002691433f09002ac9ca0c4e8dbb8ead,2017-02-02 21:18:03+00,porto alegre,RS,104,16.43,telefonia
0026a368634b6e6f34f33b1499773a30,2017-10-27 21:10:26+00,sao paulo,SP,149,15.8,cool_stuff
00275bce676303c3bfd7292aefdfa223,2017-11-24 23:10:30+00,sao paulo,SP,279.9,13.46,telefonia
00276d5c3491fbf55305e26891040df9,2018-02-13 11:47:21+00,cambe,PR,44.9,23.22,moveis_decoracao
002834535f7a609a5c68266f173fa59e,2018-07-23 17:26:00+00,recife,PE,37.99,19.18,telefonia
0028de0ca693a1bb26448916a81105cc,2018-08-15 14:59:36+00,canoas,RS,29.99,15.31,construcao_ferramentas_iluminacao
002955b0acc63d04f6724a31967e82bd,2017-12-18 13:43:54+00,manhuacu,MG,120,15.59,perfumaria
0029c5db35ef291ce99d1262012e7daa,2018-08-25 00:09:40+00,guarulhos,SP,492.75,21.62,beleza_saude
0029f17cf0e7640c5cb6825af681303f,2018-05-02 11:59:06+00,umuarama,PR,94.9,18.54,brinquedos
002af7fa9eb99d1456bceb6a13d6fc0b,2018-02-18 18:46:28+00,sao bento do sul,SC,88.34,21.11,moveis_decoracao
002b430ff89b3a24c31a1170acbbedea,2017-06-20 21:55:21+00,ituiutaba,MG,199.99,65.56,cool_stuff
002b4e6fa42cd4a22cc86abc18fe9c05,2018-03-11 10:24:44+00,sao paulo,SP,99.9,19.67,papelaria
002c9def9c9b951b1bec6d50753c9891,2018-05-14 16:57:47+00,sao paulo,SP,78,8.9,utilidades_domesticas
002c9def9c9b951b1bec6d50753c9891,2018-05-14 16:57:47+00,sao paulo,SP,78,8.9,utilidades_domesticas
002d040018d12a3853c059f7f23ab5b1,2017-11-19 19:16:07+00,pinhais,PR,155,14.84,perfumaria
002f16b7bc4530031b7d90f791b12d8a,2018-07-02 16:51:47+00,sao paulo,SP,249.9,34.23,moveis_decoracao
002f19a65a2ddd70a090297872e6d64e,2018-03-21 13:05:30+00,camacari,BA,53.98,23.31,cama_mesa_banho
002f98c0f7efd42638ed6100ca699b42,2017-08-04 09:19:10+00,porto alegre,RS,8.99,32.57,consoles_games
002f98c0f7efd42638ed6100ca699b42,2017-08-04 09:19:10+00,porto alegre,RS,44.9,7.16,brinquedos
0030d783f979fbc5981e75613b057344,2017-11-24 20:03:02+00,rio de janeiro,RJ,60.6,17.67,utilidades_domesticas
0030ff924c38549807645976adeef2c0,2018-03-25 16:52:27+00,belo horizonte,MG,225,67.24,bebes
00324b3eda39ba5ecce3945823e3594c,2018-04-10 01:14:18+00,toledo,PR,76,34.07,industria_comercio_e_negocios
0032d07457ae9c806c79368d7d9ce96b,2018-03-10 18:53:06+00,rio de janeiro,RJ,159,27.19,utilidades_domesticas
003324c70b19a16798817b2b3640e721,2017-05-18 19:04:48+00,diamantina,MG,102.9,14.45,malas_acessorios
003324c70b19a16798817b2b3640e721,2017-05-18 19:04:48+00,diamantina,MG,102.9,14.45,malas_acessorios
00335b686d693c7d72deeb12f8e89227,2017-07-17 21:25:23+00,vila velha,ES,63.9,16.89,brinquedos
00335f75ea6a4455b524a8dd177067f5,2018-04-25 21:47:26+00,rio de janeiro,RJ,168.8,8.21,pet_shop
00337fe25a3780b3424d9ad7c5a4b35e,2017-09-25 17:39:29+00,sao paulo,SP,59.9,9.94,cama_mesa_banho
00337fe25a3780b3424d9ad7c5a4b35e,2017-09-25 17:39:29+00,sao paulo,SP,59.9,9.94,cama_mesa_banho
003423b755b562962a6225a8de40d12e,2018-07-08 11:28:17+00,medeiros neto,BA,232.75,28.58,ferramentas_jardim
00345f338696283410b7977d2e3efc89,2018-08-20 11:06:46+00,mogi-guacu,SP,48.9,18.44,beleza_saude
0035246a40f520710769010f752e7507,2017-08-17 00:57:23+00,sao paulo,SP,87,12.11,cama_mesa_banho
0035c0b07126fe9c24a325216fb96064,2017-11-24 01:08:37+00,campinas,SP,131.9,18.54,cool_stuff
0035e6b7ade84b3f5b86bd49814793df,2018-02-21 02:46:23+00,sao paulo,SP,19.9,14.1,moveis_decoracao
0036757472ece3dde52fd4bfd929c90e,2018-07-19 14:58:59+00,bauru,SP,136.99,66.04,moveis_escritorio
0036887767dea4bd43b1a88cd0d9477a,2017-10-13 00:04:49+00,belo horizonte,MG,399.99,23.64,brinquedos
00378c6c981f234634c0b9d6128df6dd,2018-02-02 19:39:46+00,sao paulo,SP,41,11.85,esporte_lazer
003822434f91204da0a51fe4cf2aba18,2018-06-13 14:10:54+00,rio de janeiro,RJ,69,18.58,perfumaria
003822434f91204da0a51fe4cf2aba18,2018-06-13 14:10:54+00,rio de janeiro,RJ,69,18.58,perfumaria
0039500db36d50d7d0bfaf23723550f3,2018-07-06 10:37:32+00,maceio,AL,169.9,33.33,esporte_lazer
003a7f59d7e08a9c61d9e2881fe6459c,2018-08-19 12:51:50+00,brasilia,DF,119,15.28,utilidades_domesticas
003a94f778ef8cfd50247c8c1b582257,2018-08-03 14:52:31+00,campo grande,MS,39.9,18.08,construcao_ferramentas_construcao
003cc6161d7a2593f2525cce0c330d32,2018-08-03 19:33:35+00,sao paulo,SP,85,12.9,utilidades_domesticas
003d0634280ff3d1d3a54459349a6899,2018-03-17 17:50:30+00,barueri,SP,220,8.89,informatica_acessorios
003d804eef0e1b856881cd18e0cc0d4c,2017-11-17 19:43:10+00,imperatriz,MA,277,35.74,relogios_presentes
003d9fc84ad902adf2265248b5ffe1a4,2018-08-19 19:43:01+00,sao paulo,SP,66.99,27.75,beleza_saude
003edccf16bc5ec447f592913b3df2b4,2018-07-07 09:02:51+00,vitoria do mearim,MA,14,50.85,telefonia
003f201cdd39cdd59b6447cff2195456,2018-02-21 16:59:24+00,rio de janeiro,RJ,85,17.03,informatica_acessorios
003f201cdd39cdd59b6447cff2195456,2018-02-21 16:59:24+00,rio de janeiro,RJ,85,17.03,informatica_acessorios
003f9bcc09427647c4b9d361a523545b,2018-02-06 13:06:45+00,ribeirao pires,SP,229,9.8,relogios_presentes
00404fa7a687c8c44ca69d42695aae73,2018-05-07 22:38:21+00,sao paulo,SP,99.9,0,relogios_presentes
0040a56893444cb56cba7cfe2225e34e,2018-01-22 23:50:35+00,salvador,BA,84.9,34.39,informatica_acessorios
004157daafa0bc8672e01f00e4f0c04f,2017-05-21 13:13:54+00,fortaleza,CE,189,33.91,moveis_decoracao
00418a49a685c6bb60633291c3fab17a,2017-10-03 20:43:03+00,osasco,SP,49,7.78,relogios_presentes
004345d16a1ab2c21962992c721c8643,2018-07-04 06:45:05+00,aguas lindas de goias,GO,37.9,15.37,utilidades_domesticas
0044c6f6d22dd280534344177c81b989,2018-05-18 16:59:09+00,sao paulo,SP,179.93,16.14,eletronicos
0045e3085f083f0f38d24bb3f22e6593,2017-08-10 16:13:36+00,sao jose dos campos,SP,116.9,13.84,beleza_saude
0045f5225a96ef46630701167528fdcb,2018-06-10 11:23:39+00,nova serrana,MG,94.9,15.51,automotivo
0046176ff0dbc2a178b7885355dfbb71,2018-05-29 19:22:17+00,nova lima,MG,121.99,15.73,consoles_games
0046e1d57f4c07c8c92ab26be8c3dfc0,2017-09-26 15:24:03+00,sao paulo,SP,7.79,7.78,null
00471463a6106056c1a2a809f70de640,2017-09-21 22:00:44+00,brasilia,DF,179.99,85.97,moveis_decoracao
00482f2670787292280e0a8153d82467,2017-02-13 16:18:07+00,juiz de fora,MG,7.6,10.96,null
0049edf42837aa808e03552a62bd2158,2017-12-30 12:33:26+00,rio de janeiro,RJ,49.9,17.6,ferramentas_jardim
004b62108b876867938746ad3154167f,2018-07-04 20:34:26+00,sao paulo,SP,110.32,8.03,beleza_saude
004ba47bb589cdbc485e6025bd6d3c81,2017-12-25 20:40:15+00,santa fe do sul,SP,49,11.85,telefonia
004ca5ae248069d68e8594df8abf6ce0,2018-06-06 18:30:20+00,belem,PA,159.9,61.18,perfumaria
004d76fef3dd46eb4f70da049c8d1f93,2017-12-20 06:42:39+00,matao,SP,120,27.39,papelaria
004eab0fd8f28adaf8d488976f77febe,2017-08-02 15:32:46+00,rio de janeiro,RJ,21.5,11.98,esporte_lazer
004f5d8f238e8908e6864b874eda3391,2018-02-27 12:16:30+00,corumba,MS,122.99,15.61,null
004fb11815bc03b01b20a614eef69d14,2017-11-25 13:56:55+00,bom jesus da lapa,BA,72.99,19.75,cool_stuff
004fb5e6f90a178dc74ad2b016649249,2017-06-11 09:46:11+00,ourinhos,SP,129.99,13.93,cool_stuff
005059edee63c8c708ba61910793b31b,2018-02-05 18:25:51+00,porto real,RJ,92,17.89,cama_mesa_banho
005059edee63c8c708ba61910793b31b,2018-02-05 18:25:51+00,porto real,RJ,92,17.89,cama_mesa_banho
00526a9d4ebde463baee25f386963ddc,2018-08-07 22:03:44+00,ferraz de vasconcelos,SP,33.89,8.4,alimentos
00526a9d4ebde463baee25f386963ddc,2018-08-07 22:03:44+00,ferraz de vasconcelos,SP,33.89,8.4,alimentos
00526a9d4ebde463baee25f386963ddc,2018-08-07 22:03:44+00,ferraz de vasconcelos,SP,33.89,8.4,alimentos
00526a9d4ebde463baee25f386963ddc,2018-08-07 22:03:44+00,ferraz de vasconcelos,SP,33.89,8.4,alimentos
0055b77cca3186676c147f532dd2547b,2018-02-19 21:47:44+00,rio de janeiro,RJ,149,40.37,informatica_acessorios
0057199db02d1a5ef41bacbf41f8f63b,2018-01-18 17:05:30+00,sinop,MT,20.3,16.79,null
00571ded73b3c061925584feab0db425,2017-05-18 20:59:24+00,belo horizonte,MG,179.9,15.01,perfumaria
00571ded73b3c061925584feab0db425,2017-05-18 20:59:24+00,belo horizonte,MG,179.9,15.01,perfumaria
00584d79015452d19fd3d044ba3abdc0,2017-07-23 19:11:15+00,sao paulo,SP,109.9,12.27,telefonia
00588f5f20fee630b83d4709e0a42715,2017-08-18 16:02:24+00,ipixuna do para,PA,89,25.9,telefonia
005997dca4c1fc45066d0a03d54a6469,2018-04-10 18:01:04+00,praia grande,SP,120,13.75,beleza_saude
005a1dded353107dbabf8ffc83a20365,2018-02-09 18:00:00+00,sete lagoas,MG,75,14.28,relogios_presentes
005b49de51a4e006055e8487a50ad8e4,2017-04-09 13:35:38+00,bage,RS,46.86,14.52,informatica_acessorios
005cad6157eadc7f1f09917607f1704a,2017-04-15 16:35:52+00,sao bernardo do campo,SP,96,14.84,esporte_lazer
005d9a5423d47281ac463a968b3936fb,2017-10-18 12:14:29+00,sao jose do rio pardo,SP,49.99,18.12,brinquedos
005d9a5423d47281ac463a968b3936fb,2017-10-18 12:14:29+00,sao jose do rio pardo,SP,24.99,13.58,bebes
005d9a5423d47281ac463a968b3936fb,2017-10-18 12:14:29+00,sao jose do rio pardo,SP,24.99,13.58,bebes
005e5166e99d1e4d0c4f808b0540ba94,2018-02-21 11:37:24+00,itajai,SC,120.1,16.6,informatica_acessorios
005f25968fc854ea16fb16f5bdbc87c7,2018-03-04 14:40:35+00,carapicuiba,SP,69.9,16.25,esporte_lazer
00602f25bffa1dcfb71e202fbf9824fb,2017-11-01 17:45:52+00,belem,PA,39.9,54.02,relogios_presentes
00611822267e76e0055c25c18506f06e,2018-07-26 13:35:01+00,goiania,GO,159.9,20.31,brinquedos
006127b8b9a1681a982313ed7129c3c0,2018-03-08 16:01:59+00,sao paulo,SP,540,16.22,relogios_presentes
0064d74f7de7917d54768d7722ad56ac,2017-09-10 21:45:29+00,niteroi,RJ,189.9,31.17,cool_stuff
006557c3221c1fcd02b0106343ab357b,2018-02-23 14:36:15+00,sao paulo,SP,14.9,8.27,eletrodomesticos
00664284de7a3470d22931ed78615ee4,2017-09-24 13:12:59+00,sao paulo,SP,43.9,11.85,moveis_cozinha_area_de_servico_jantar_e_jardim
0066a1fdaee16ad5022c5ef979d0b661,2018-06-10 19:52:27+00,nilopolis,RJ,139,87.28,bebes
0067c6030d65af0ff98790158ddb0020,2018-04-27 21:36:27+00,sao paulo,SP,40.35,13.71,cama_mesa_banho
0068468c453d28c8ef3fd089e50a5847,2017-11-24 22:25:25+00,nova iguacu,RJ,469,20.85,eletronicos
00685d31ae12e47470ba5c18ba74f22c,2017-08-27 21:41:16+00,espumoso,RS,59,16.17,moveis_decoracao
0068c109948b9a1dfb8530d1978acef3,2018-01-22 19:46:58+00,cuiaba,MT,35.9,15.79,climatizacao
0068c109948b9a1dfb8530d1978acef3,2018-01-22 19:46:58+00,cuiaba,MT,35.9,15.79,climatizacao
0068e836900867da359bd81db9227a33,2017-09-29 11:24:09+00,porto alegre,RS,96.99,16.44,esporte_lazer
0068fb0e223115e911d362627e8b8800,2018-07-18 10:46:09+00,sao paulo,SP,77.9,13.89,informatica_acessorios
006c42f310102c1910b3c5793ce5fc34,2018-08-06 16:12:32+00,curitiba,PR,229.99,20.8,brinquedos
006cb7cafc99b29548d4f412c7f9f493,2018-02-17 14:22:34+00,brasilia,DF,56,14.14,null
006cba07f62f921fe4f58365bde2b2eb,2017-08-14 20:28:45+00,itapura,SP,69.99,11.99,brinquedos
006dd93155bc2abd844cc5eed3a0fe7f,2017-12-02 01:20:28+00,sao paulo,SP,49.9,7.78,fashion_bolsas_e_acessorios
006df90050498994d670b40da4651d22,2018-08-13 13:59:20+00,sao paulo,SP,14,7.39,esporte_lazer
006e05e81c068ddc38e48ebe189b922e,2017-12-27 21:50:43+00,santa luzia,MG,29,14.1,relogios_presentes
006e43460a55bc60c0a437521e426529,2017-05-11 00:24:35+00,guaruja,SP,99,43.06,ferramentas_jardim
006e91ddb0674525f84ce0da0655c7ba,2018-04-10 19:17:15+00,sao paulo,SP,499,30.35,casa_conforto
006f7dfffe2d90809598e8f1972b829b,2018-03-22 22:52:46+00,serrana,SP,39.85,12.79,beleza_saude
0070092bb6004faafa287e5fc35971e9,2017-07-25 11:42:58+00,sao paulo,SP,149,14.06,brinquedos
0071ee2429bc1efdc43aa3e073a5290e,2018-01-22 11:08:15+00,sao paulo,SP,179.98,12.46,utilidades_domesticas
0072847849eafe70995fa51a714c81ac,2018-05-14 13:44:52+00,iguape,SP,219.99,14.9,brinquedos
00750f68bb64537034e93554c64b41b5,2017-11-12 09:50:55+00,maua,SP,129,8.16,relogios_presentes
00756576f4e494406945ac21cb82cfe0,2018-01-30 18:08:21+00,sao jose do rio preto,SP,137,15.71,relogios_presentes
00772b2af35643653f108fdac1155ee3,2017-04-24 10:53:12+00,indaiatuba,SP,37,10.96,esporte_lazer
00789ce015e7e5791c7914f32bb4fad4,2017-06-28 23:31:33+00,rio de janeiro,RJ,154,14.83,beleza_saude
0078a358a14592b887eb140ef515f5ab,2017-11-06 15:42:42+00,anapolis,GO,253.52,82.86,moveis_decoracao
0079bca8e89bd52fdb87408e4f3fb94d,2018-05-03 18:55:20+00,sao paulo,SP,49.9,7.39,esporte_lazer
007bbb40c95870c0f75a7855f2636c65,2018-04-24 10:37:50+00,sao paulo,SP,148.9,13.95,cama_mesa_banho
007beb35f98c075747e6fc4fd1c0cb73,2017-09-23 08:32:53+00,rio de janeiro,RJ,64.9,18.69,cama_mesa_banho
007c7cb12ef3567531307ca78d395758,2018-02-20 11:31:56+00,itaberai,GO,179,16,eletronicos
007ec946d4f798caf2b43c9d44c56421,2017-11-24 13:05:15+00,gramado,RS,27.9,15.1,esporte_lazer
007ff0b0f79be782f633fc3b18cbe337,2018-02-03 17:46:53+00,belo horizonte,MG,39,16.11,moveis_decoracao
0080eebb288dba1857ccf048dfe6bdfe,2017-08-11 17:43:46+00,curitiba,PR,7,14.1,telefonia
0081ab2c99dc85945c28926b77dc6960,2018-02-14 22:19:37+00,cotia,SP,269,10.7,informatica_acessorios
0081ce648af7d6a7bac2a93b6035d1e3,2017-11-08 13:38:11+00,santa cruz do sul,RS,99.9,17.95,cama_mesa_banho
0084209c576daad6ff4534902fcb4892,2017-07-05 13:14:26+00,rio de janeiro,RJ,69.9,15.24,cama_mesa_banho
0084e195fbd72ae51599af47f04afede,2018-03-14 23:57:00+00,porto alegre,RS,89.9,23.13,informatica_acessorios
00858d03144cc35cfd1dd043647e7c88,2018-03-14 22:53:09+00,gravatai,RS,165,19.03,eletrodomesticos
008720830a8a30e39e6f22f81818a141,2017-08-13 16:44:57+00,sao paulo,SP,57.99,11.73,bebes
0087889a1c836be17f58afd7f1729a4a,2017-10-23 11:03:27+00,campinas,SP,259,10.63,perfumaria
008819c6d5f6da6fa5cd9d50ca927cf4,2018-08-04 21:40:35+00,sao paulo,SP,55,7.65,relogios_presentes
00891ba5de66f55000ee358ceea9b345,2017-05-14 17:19:43+00,brasilia,DF,133,16.69,esporte_lazer
008990da719764fb392914d8ab53ad04,2018-05-11 19:20:54+00,macae,RJ,35.9,18.23,informatica_acessorios
008a1b3db2a8bf63418c2cf7c7f494b1,2018-04-02 09:33:25+00,brumadinho,MG,14.89,18.23,beleza_saude
008a40c2b8b21893e04945ce58854b55,2018-04-29 20:26:41+00,bariri,SP,99,13,beleza_saude
008c3a655c66f4d92370d0d422732f69,2018-03-04 23:15:49+00,sorocaba,SP,90,9.44,informatica_acessorios
008ce8764db2e397e153000e017475b6,2018-05-18 20:42:47+00,sao paulo,SP,43.49,27.39,beleza_saude
008cfe221ab054c89bc31720098cca51,2018-08-08 07:52:21+00,sao paulo,SP,109.99,36.85,cama_mesa_banho
008d9bf350ff02ed444b3452cf3f57e0,2018-06-04 08:57:02+00,vila velha,ES,9.99,15.23,brinquedos
008d9bf350ff02ed444b3452cf3f57e0,2018-06-04 08:57:02+00,vila velha,ES,9.99,15.23,brinquedos
008dc31c0ae7121f2791953ae5f532c3,2018-01-06 11:22:56+00,sao luis,MA,28.5,34.15,automotivo
008dd5e80ebf8f849aa0c5bf4e22ce7a,2018-03-20 20:31:23+00,bauru,SP,199,8.74,cama_mesa_banho
008eaf9004164883520d0bd32b107261,2017-07-10 20:42:56+00,rio de janeiro,RJ,135.9,21.44,utilidades_domesticas
008f831b7185cff7ab35a46c37d64cd2,2018-06-30 11:39:38+00,foz do iguacu,PR,249,37.09,automotivo
008fab5602c441d51f30b1464f5d4643,2017-02-22 10:37:41+00,lagoa santa,MG,49.99,15.56,beleza_saude
0091a677651feaf5a08d7bb147681e14,2018-08-24 13:27:17+00,campinas,SP,38,7.53,relogios_presentes
00921e4911895b93c7b4fc0d80c0815e,2018-06-13 13:55:55+00,sao paulo,SP,85,11.62,utilidades_domesticas
0093cbf16a6afb7f0ab7cc821b6f9e92,2017-11-11 13:05:52+00,camboriu,SC,117.3,25.66,automotivo
00946f674d880be1f188abc10ad7cf46,2017-12-09 19:11:22+00,osasco,SP,99.9,18.57,pet_shop
00946f674d880be1f188abc10ad7cf46,2017-12-09 19:11:22+00,osasco,SP,99.9,14.35,pet_shop
00949655cdd8d0465e433a5e6c9643e5,2018-06-25 21:14:53+00,sao paulo,SP,18,7.87,construcao_ferramentas_construcao
0094bd07f49fed90209ffa62d1ef26d6,2018-05-01 02:04:16+00,praia grande,SP,11.53,7.39,perfumaria
0094d4660e323945f84f5c29eb348aae,2018-01-24 22:05:42+00,papanduva,SC,269.99,39.41,esporte_lazer
0094dc9ea7e3cd54d95aea42685673ff,2017-03-07 21:48:19+00,rio de janeiro,RJ,89.99,14.8,consoles_games
0095790a64527ec83aeaaf99023c050e,2017-11-15 13:36:30+00,sao luis,MA,19.9,42.76,relogios_presentes
0096668e5b0b8e9657a6f7209a4e58b4,2018-07-11 13:33:21+00,sao paulo,SP,166.9,13.47,automotivo
009742b43f4530bc3db7f62332c50f4b,2017-10-24 15:15:58+00,santo andre,SP,133.74,12.44,informatica_acessorios
00975e709cd12c34d3bd44e4a7f7a876,2017-08-21 12:54:37+00,indaiatuba,SP,86.8,7.86,cool_stuff
0097aafe2a01dd54e39888976160c377,2018-08-23 14:41:37+00,osasco,SP,62,8.59,informatica_acessorios
0097f0545a302aafa32782f1734ff71c,2018-03-05 18:15:11+00,sao paulo,SP,158,10.68,ferramentas_jardim
